CheckAESCypher(AES, C, i, j) = 1 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C == C_i + C_j + C_ij (+ means exclusive or)
CheckAESCypher(AES, C, i, j) = 0 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C != C_i + C_j + C_ij (+ means exclusive or)


text                                    key                                     i       j       CheckAESCypher('regular', C, i, j)      CheckAESCypher('ByteSubIdentity', C, i, j)
vgKjkx                                  xUGkLjmKWgKzGC5vWpx5fpiINFIEbgR9        6       22      0                                       1                                       
f6S5Tw                                  76XxwTaAGyVM22kq7AGCYpCCgBpWHBEb        6       23      0                                       1                                       
22u7Elk                                 sxMa2AjnXfSAm85w94UVaaqffqmkw970        6       24      0                                       1                                       
lQxM7aDSj2nPS3                          RCNfWSWIuVrT2lhpLXCYjPXzB6pKRONx        6       25      0                                       1                                       
hTMQ7GodNTKnLGRaRAOEOAMwjh4             sDH4n7LyHx1i2m0B9O9eGEyytGT5J5tw        6       26      0                                       1                                       
wNJw4lESkp57rO0c                        Ala2NeGAdrhruVP1RDL6XzXdHfnksYB4        6       27      0                                       1                                       
3Vo                                     30mZE4TlCc13RuWg2um416w7fDZ7vE5t        6       28      0                                       1                                       
AhT3JX                                  tX6jQkt7TqmDCziTUnt9h79EYCSgshLh        6       29      0                                       1                                       
4UYxW3nOo0b2DBz                         z7lTrz9kPMvuBH4BeNPEgENmQZzl0xdi        6       30      0                                       1                                       
Jt7wwH0RoxTUjR6u44c                     iy9C6eMIc8uMb0pLnbl5pfx59xdID6iE        6       31      0                                       1                                       
9emU77fVN                               ObDEGqsC85TbUCBJb2JOOnW7CMcLkI1r        7       0       0                                       1                                       
2XdksvGLspPVLCxdA5p74w47JmMbE           GAh78lnNI8f2jnal8GY7AnW2KVSwcXZI        7       1       0                                       1                                       
8                                       j9d5V9SkSDzH3e5hLFdRDZhaWOuPQmLl        7       2       0                                       1                                       
z2cHMuxseKd                             dsL1JTP8R2vSpRPUxNHsSTNVVvgoAxMB        7       3       0                                       1                                       
X6zBowvSQbwE                            H29cfUtBqDBz4wtK5ggzM4ryr8q6W1cv        7       4       0                                       1                                       
9eA4HrZcVW9d7                           2N1F3lqsxtDdp8BjEXGOC2M0HAwPtupP        7       5       0                                       1                                       
L2EMmE7n2uA2A3V97vwbsjDi45m             EIj0VJ0xWeiTq3sb7RfzPzPT1XQkx4ji        7       6       0                                       1                                       
0wUTA5L1KjSiBx                          dRbFUG2oIRUoM3ZVA6S0pmhmuESQs9YQ        7       7       1                                       1                                       
pfpxPvhM                                SlRs4T6VSFS0fYhJMQBQQldJlFnCCBCN        7       8       0                                       1                                       
Sz4PuZIUHl                              iG9H8UIUcflHQFNvBqgaMRPX8EfpxyEu        7       9       0                                       1                                       
GcKqgenISmkV5obVDTSg                    LHiwUtQkXeZdrKBhNdSd1rlM35gidZz0        7       10      0                                       1                                       
uA5SxX9z5T15IDpDPl4nWKvy20              kkKNTY3ZBf3QbpAgg1QyB8O7BWZO9LrF        7       11      0                                       1                                       
wm2xrXmCVcH8Y0vMRsed843                 tGBPwQW7rFdwd6bEqvu01N5a4igLLKhp        7       12      0                                       1                                       
18lFLQWQkQ2tDQ67                        ldiztRwddfYoUDtkP0HLDAHKQCAJRovu        7       13      0                                       1                                       
NidXWjYChUQfjoC73NJ5qIUMWcY             Moi5XJQJY1M3kvpd9BQ926DFCaV6bZfA        7       14      0                                       1                                       
R3v2SXn5ArkiejEOAlaTYp1IQ033F           8ICcZgOsQK5l3tc8PXJhv0HH6y2fCHt8        7       15      0                                       1                                       
RpuAnhMHLfqydDgG3YSl                    JBuCpdRhIr8FqqXlOhONjkEfppLtWA5v        7       16      0                                       1                                       
yd5wkapwVkWzqyDAbUTJYzFTC8ItZ           bwGmyS6aiMFLlTJDjcGyrQy6QEUIsv8E        7       17      0                                       1                                       
DUGhMdVmtCLO                            vrEZeVi6k6ngyvTz2tc64jFVACeyTKlL        7       18      0                                       1                                       
OgmgPk6                                 J50rE4cemKVLaUc8DAiBJhcYYr7e9Ab5        7       19      0                                       1                                       
13OMm1oGWx9                             q8MXc33B0WHSzwZy3jbk7vI9lHobfmvv        7       20      0                                       1                                       
sPo4giDpxXpZnVo2RdjElYt                 6Z3SPBrdiZyiTjETxA8oCvuJV3fhc4Ue        7       21      0                                       1                                       
JwvSf3kZGmQAixR                         dnygDHBiWCYJFINbgSme8lkH7nERsl6j        7       22      0                                       1                                       
H27Ye                                   fgInIEwgYVSSM0bycjbk2f7aQvHk7NyH        7       23      0                                       1                                       
A                                       Ae9ZQbZDZk6iXMvY6RhfzkbelurR1RfQ        7       24      0                                       1                                       
XbbbJXCMG8iDlzMEoc                      x5JE85GRcoPeXkODX5yMiNXpQLWMGFYk        7       25      0                                       1                                       
DTzL                                    hcQEcNty0ldoLbbhsmi970nr6tNRxOtB        7       26      0                                       1                                       
GTNpGgq                                 DrZ1QKv3nsqVTlanR1pEmWy4rBlCtU8v        7       27      0                                       1                                       
iYmtsE5OD1Nl4UKUfjNWCG2o                fQPeb8BPqRML5vrSNGazQkkh3LTHWlCu        7       28      0                                       1                                       
MK4L                                    dgLW0aD3rpuPEQuxDRhCUJki4yMRZBF4        7       29      0                                       1                                       
